system,report_date,KPI name,kpi_text,status_name,status_symbol,source_file,severity,row_id
Q1C,2025-12-22,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,2,17
Q1C,2025-12-22,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,2,18
Q1C,2025-12-22,Security,Critical security issues were found in your system.See the information in the following sections.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,3,19
Q1C,2025-12-22,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,YELLOW,🟡,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,2,20
Q1C,2025-12-22,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,3,21
Q1C,2025-12-22,Software Configuration,We have listed important recommendations concerning the current software                                                          configuration on your system. These recommendations should be implemented at the earliest opportunity.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,3,22
Q1C,2025-12-22,UI Technologies checks,Remote Function Call issues that require your attention have been found.                                                          Take action immediately to ensure optimal system performance and stability.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,3,23
Q1C,2025-12-22,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20251222_Critical (Yellow).htm,3,24
Q1C,2025-12-29,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,2,25
Q1C,2025-12-29,Hardware Capacity,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,2,26
Q1C,2025-12-29,Performance Overview,Performance Overview Q1C,GREEN,🟢,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,1,27
Q1C,2025-12-29,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,3,28
Q1C,2025-12-29,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,2,29
Q1C,2025-12-29,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,2,30
Q1C,2025-12-29,Security,Security Risk Due to Outdated Support Packages,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,3,31
Q1C,2025-12-29,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,2,32
Q1C,2025-12-29,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,3,33
Q1C,2025-12-29,Software Configuration,Software Configuration for Q1C,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,3,34
Q1C,2025-12-29,UI Technologies checks,Remote Function Call issues which require your attention have been found. See the recommendation in the following section.,YELLOW,🟡,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,2,35
Q1C,2025-12-29,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20251229_Critical (Yellow).htm,3,36
Q1C,2026-01-05,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,2,37
Q1C,2026-01-05,Hardware Capacity,The memory consumption of the SAP HANA instance exceeds 90% of the global allocation limit.,RED,🔴,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,3,38
Q1C,2026-01-05,Performance Overview,Avg. RFC Response Time at Peak Hour,GREEN,🟢,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,1,39
Q1C,2026-01-05,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,3,40
Q1C,2026-01-05,SAP Netweaver Gateway,Gateway Error Logs,YELLOW,🟡,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,2,41
Q1C,2026-01-05,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,2,42
Q1C,2026-01-05,Security,"Users with critical authorizations, which should not be used in production in client 000",RED,🔴,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,3,43
Q1C,2026-01-05,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,YELLOW,🟡,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,2,44
Q1C,2026-01-05,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,3,45
Q1C,2026-01-05,Software Configuration,Software Configuration for Q1C,RED,🔴,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,3,46
Q1C,2026-01-05,UI Technologies checks,Remote Function Call issues which require your attention have been found. See the recommendation in the following section.,YELLOW,🟡,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,2,47
Q1C,2026-01-05,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260105_Critical (Yellow).htm,3,48
Q1C,2026-01-12,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,2,49
Q1C,2026-01-12,Hardware Capacity,The memory consumption of the SAP HANA instance exceeds 90% of the global allocation limit.,RED,🔴,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,3,50
Q1C,2026-01-12,Performance Overview,Avg. Response Time at Peak Dialog Hour,GREEN,🟢,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,1,51
Q1C,2026-01-12,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,3,52
Q1C,2026-01-12,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,2,53
Q1C,2026-01-12,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,2,54
Q1C,2026-01-12,Security,"Users with critical authorizations, which should not be used in production in other client(s) than 000",RED,🔴,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,3,55
Q1C,2026-01-12,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,YELLOW,🟡,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,2,56
Q1C,2026-01-12,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,3,57
Q1C,2026-01-12,Software Configuration,Software Configuration for Q1C,RED,🔴,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,3,58
Q1C,2026-01-12,UI Technologies checks,/UI2/PAGE_CACHE_SYNCHRONIZE,YELLOW,🟡,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,2,59
Q1C,2026-01-12,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260112_Critical (Yellow).htm,3,60
Q1C,2026-01-19,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,2,61
Q1C,2026-01-19,Hardware Capacity,The memory consumption of the index server was critical.,RED,🔴,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,3,62
Q1C,2026-01-19,Performance Overview,The performance of your system was analyzed with respect to the average                                                           response times and total workload. We did not detect any major problems that could affect the performance of your system.,GREEN,🟢,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,1,63
Q1C,2026-01-19,SAP HANA Database,SAP HANA Database Q1H,RED,🔴,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,3,64
Q1C,2026-01-19,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,2,65
Q1C,2026-01-19,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,2,66
Q1C,2026-01-19,Security,"Users with critical authorizations, which allow to do anything in other client(s) than 000",RED,🔴,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,3,67
Q1C,2026-01-19,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,YELLOW,🟡,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,2,68
Q1C,2026-01-19,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,3,69
Q1C,2026-01-19,Software Configuration,Software Configuration for Q1C,RED,🔴,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,3,70
Q1C,2026-01-19,UI Technologies checks,Remote Function Call issues that require your attention have been found.                                                          Take action immediately to ensure optimal system performance and stability.,RED,🔴,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,3,71
Q1C,2026-01-19,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260119_Critical (Yellow).htm,3,72
Q1C,2026-01-26,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,2,73
Q1C,2026-01-26,Hardware Capacity,gc_unused_memory_threshold_abs,YELLOW,🟡,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,2,74
Q1C,2026-01-26,Performance Overview,Avg. RFC Response Time at Peak Hour,GREEN,🟢,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,1,75
Q1C,2026-01-26,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,3,76
Q1C,2026-01-26,SAP Netweaver Gateway,Gateway Error Logs,YELLOW,🟡,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,2,77
Q1C,2026-01-26,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,2,78
Q1C,2026-01-26,Security,"Critical authorizations, which should not be used in production",RED,🔴,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,3,79
Q1C,2026-01-26,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,3,80
Q1C,2026-01-26,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,3,81
Q1C,2026-01-26,Software Configuration,We have listed important recommendations concerning the current software                                                          configuration on your system. These recommendations should be implemented at the earliest opportunity.,RED,🔴,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,3,82
Q1C,2026-01-26,UI Technologies checks,Remote Function Call issues that require your attention have been found.                                                          Take action immediately to ensure optimal system performance and stability.,RED,🔴,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,3,83
Q1C,2026-01-26,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260126_Critical (Yellow).htm,3,84
Q1C,2026-02-02,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,2,85
Q1C,2026-02-02,Hardware Capacity,The trace directory contains a high number of diagnosis files or the files occupy a lot of disk space.,YELLOW,🟡,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,2,86
Q1C,2026-02-02,Performance Overview,Avg. Response Time in Dialog Task,GREEN,🟢,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,1,87
Q1C,2026-02-02,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,88
Q1C,2026-02-02,SAP Netweaver Gateway,Gateway Error Logs,RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,89
Q1C,2026-02-02,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,2,90
Q1C,2026-02-02,Security,"Users with critical authorizations, which should not be used in production in other client(s) than 000",RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,91
Q1C,2026-02-02,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,92
Q1C,2026-02-02,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,93
Q1C,2026-02-02,Software Configuration,Software Configuration for Q1C,RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,94
Q1C,2026-02-02,UI Technologies checks,Remote Function Call issues that require your attention have been found.                                                          Take action immediately to ensure optimal system performance and stability.,RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,95
Q1C,2026-02-02,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260202_Critical (Yellow).htm,3,96
Q1C,2026-02-16,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,2,97
Q1C,2026-02-16,Hardware Capacity,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,2,98
Q1C,2026-02-16,Performance Overview,Performance Overview Q1C,GREEN,🟢,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,1,99
Q1C,2026-02-16,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,3,100
Q1C,2026-02-16,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,2,101
Q1C,2026-02-16,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,2,102
Q1C,2026-02-16,Security,"Users with critical authorizations, which should not be used in production in client 000",RED,🔴,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,3,103
Q1C,2026-02-16,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,3,104
Q1C,2026-02-16,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,3,105
Q1C,2026-02-16,Software Configuration,Configuration hints for optional service data are provided.The SAP S/4HANA system Q1C is not fully prepared for delivery of futureremote services.,RED,🔴,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,3,106
Q1C,2026-02-16,UI Technologies checks,/UIF/CLEAN_LREP,YELLOW,🟡,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,2,107
Q1C,2026-02-16,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260216_Critical (Yellow).htm,3,108
Q1C,2026-02-23,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,2,109
Q1C,2026-02-23,Hardware Capacity,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,2,110
Q1C,2026-02-23,Performance Overview,Avg. Response Time in Dialog Task,GREEN,🟢,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,1,111
Q1C,2026-02-23,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,3,112
Q1C,2026-02-23,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,2,113
Q1C,2026-02-23,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,2,114
Q1C,2026-02-23,Security,SAP Software on this system is outdated. Support with SAP Security Notes is no longer ensured.,RED,🔴,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,3,115
Q1C,2026-02-23,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,3,116
Q1C,2026-02-23,Software Change and Transport Management,Transport execution errors occurred during import into production,RED,🔴,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,3,117
Q1C,2026-02-23,Software Configuration,We have listed important recommendations concerning the current software                                                          configuration on your system. These recommendations should be implemented at the earliest opportunity.,RED,🔴,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,3,118
Q1C,2026-02-23,UI Technologies checks,Remote Function Call issues which require your attention have been found. See the recommendation in the following section.,YELLOW,🟡,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,2,119
Q1C,2026-02-23,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260223_Critical (Yellow).htm,3,120
Q1C,2026-03-02,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,2,121
Q1C,2026-03-02,Hardware Capacity,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,2,122
Q1C,2026-03-02,Performance Overview,Avg. Response Time in Dialog Task,GREEN,🟢,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,1,123
Q1C,2026-03-02,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,3,124
Q1C,2026-03-02,SAP Netweaver Gateway,Gateway Error Logs,YELLOW,🟡,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,2,125
Q1C,2026-03-02,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,2,126
Q1C,2026-03-02,Security,"Critical authorizations, which should not be used in production",RED,🔴,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,3,127
Q1C,2026-03-02,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,3,128
Q1C,2026-03-02,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,3,129
Q1C,2026-03-02,Software Configuration,Configuration hints for optional service data are provided.The SAP S/4HANA system Q1C is not fully prepared for delivery of futureremote services.,RED,🔴,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,3,130
Q1C,2026-03-02,UI Technologies checks,Remote Function Call issues which require your attention have been found. See the recommendation in the following section.,YELLOW,🟡,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,2,131
Q1C,2026-03-02,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260302_Critical (Yellow).htm,3,132
Q1C,2026-03-09,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,2,133
Q1C,2026-03-09,Hardware Capacity,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,2,134
Q1C,2026-03-09,Performance Overview,Performance Overview Q1C,GREEN,🟢,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,1,135
Q1C,2026-03-09,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,3,136
Q1C,2026-03-09,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,2,137
Q1C,2026-03-09,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,2,138
Q1C,2026-03-09,Security,Security,RED,🔴,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,3,139
Q1C,2026-03-09,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,3,140
Q1C,2026-03-09,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,3,141
Q1C,2026-03-09,Software Configuration,We have listed important recommendations concerning the current software                                                          configuration on your system. These recommendations should be implemented at the earliest opportunity.,RED,🔴,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,3,142
Q1C,2026-03-09,UI Technologies checks,/UIF/CLEAN_LREP,YELLOW,🟡,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,2,143
Q1C,2026-03-09,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260309_Critical (Yellow).htm,3,144
Q1C,2026-03-23,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,2,145
Q1C,2026-03-23,Hardware Capacity,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,2,146
